SKU,HGT1,WID1,DPTH1,product_volume,pick_count,total_quantity_picked,movement_frequency,movement_category,cluster,storage_priority_score,storage_priority,main_storage_location,location_pick_count,recommended_zone,relocation_recommended,space_percentage
QH-400023,1,1,1,1,823,27981,823,High Movement,0,0.537,Medium Priority,525123,822,ZONE_B,True,1.0768335837689304e-05
QH-400030,26,11,8,2288,588,12500,588,Medium Movement,0,0.7005471698113208,Medium Priority,522723,586,ZONE_B,True,0.024637952396633127
QH-400047,1,1,1,1,512,12715,512,Medium Movement,0,0.4539245283018868,Medium Priority,524322,510,ZONE_B,True,1.0768335837689304e-05
QH-400054,6,32,40,7680,607,5832,607,Medium Movement,0,0.7466981132075472,Medium Priority,525222,607,ZONE_B,True,0.08270081923345385
QH-527927,33,10,19,6270,2301,20770,2301,High Movement,1,0.930754716981132,High Priority,532922,2299,ZONE_A,True,0.06751746570231193
QH-566872,16,29,6,2784,3356,111049,3356,High Movement,3,0.928867924528302,High Priority,533423,3353,ZONE_A,True,0.029979046972127027
QH-568807,22,5,7,770,214,2610,214,Medium Movement,0,0.4307358490566038,Medium Priority,511922,214,ZONE_B,True,0.008291618595020764
QH-568937,21,5,7,735,131,1541,131,Low Movement,0,0.3548301886792452,Low Priority,512422,131,ZONE_C,False,0.007914726840701639
QH-506816,8,10,10,800,334,4123,334,Medium Movement,0,0.4983962264150943,Medium Priority,512222,334,ZONE_B,True,0.008614668670151444
QH-507509,23,5,8,920,6,60,6,Low Movement,0,0.1943018867924528,Low Priority,513432,6,ZONE_C,False,0.00990686897067416
QH-507057,15,8,5,600,143,2294,143,Low Movement,0,0.3473018867924528,Low Priority,N26433,143,ZONE_C,False,0.006461001502613584
QH-508153,1,1,1,1,153,2758,153,Medium Movement,0,0.2638679245283019,Low Priority,N25823,153,ZONE_C,False,1.0768335837689304e-05
QH-500463,1,1,1,1,29,477,29,Low Movement,0,0.1129056603773584,Low Priority,533823,29,ZONE_C,False,1.0768335837689304e-05
QH-500494,1,1,1,1,3,16,3,Low Movement,0,0.0401320754716981,Low Priority,532823,3,ZONE_C,False,1.0768335837689304e-05
QH-500531,16,29,6,2784,1857,50709,1857,High Movement,1,0.8803962264150943,High Priority,533122,1851,ZONE_A,True,0.029979046972127027
QH-610211,41,33,11,14883,11,84,11,Low Movement,0,0.3389433962264151,Low Priority,531623,11,ZONE_C,False,0.1602651422723299
QH-818798,18,4,6,432,33,386,33,Low Movement,0,0.1880188679245282,Low Priority,512023,32,ZONE_C,False,0.00465192108188178
QH-827905,22,6,6,792,139,4162,139,Low Movement,0,0.3719245283018867,Low Priority,524923,130,ZONE_C,False,0.00852852198344993
QH-832220,18,4,6,432,1353,19940,1353,High Movement,1,0.6784150943396225,Medium Priority,511332,1353,ZONE_B,True,0.00465192108188178
QH-832244,23,6,8,1104,805,12076,805,High Movement,0,0.6944716981132075,Medium Priority,511822,805,ZONE_B,True,0.011888242764808992
QH-832268,29,7,9,1827,128,1339,128,Low Movement,0,0.4500754716981132,Medium Priority,5145C2,128,ZONE_B,True,0.01967374957545836
QH-832305,18,6,5,540,1264,19046,1264,High Movement,1,0.6857924528301886,Medium Priority,513323,924,ZONE_B,True,0.005814901352352225
QH-832428,22,5,7,770,697,10673,697,High Movement,0,0.6258113207547169,Medium Priority,511023,697,ZONE_B,True,0.008291618595020764
QH-832442,23,10,6,1380,66,661,66,Low Movement,0,0.3677735849056603,Low Priority,512622,66,ZONE_C,False,0.01486030345601124
QH-833563,13,7,3,273,82,1249,82,Low Movement,0,0.2407924528301886,Low Priority,N240A3,55,ZONE_C,False,0.0029397556836891804
QH-847781,22,7,4,616,3,34,3,Low Movement,0,0.1359622641509433,Low Priority,5149C3,3,ZONE_C,False,0.006633294876016612
QH-851320,8,10,10,800,486,6541,486,Medium Movement,0,0.5677358490566038,Medium Priority,512122,486,ZONE_B,True,0.008614668670151444
QH-855666,1,1,1,1,882,17170,882,High Movement,0,0.5508679245283019,Medium Priority,524222,528,ZONE_B,True,1.0768335837689304e-05
QH-856684,1,1,1,1,5234,262171,5234,High Movement,3,0.7191320754716981,Medium Priority,532723,5225,ZONE_B,True,1.0768335837689304e-05
QH-864161,17,6,6,612,1188,55853,1188,High Movement,1,0.6895471698113207,Medium Priority,N23522,1184,ZONE_B,True,0.006590221532665854
QH-864178,14,5,5,350,4316,174237,4316,High Movement,3,0.7637169811320754,Medium Priority,N23322,4314,ZONE_B,True,0.0037689175431912564
QH-801364,11,7,7,539,46,590,46,Low Movement,0,0.2296037735849056,Low Priority,N240A5,44,ZONE_C,False,0.005804133016514536
QH-914772,2,12,29,696,865,7004,865,High Movement,0,0.6496981132075471,Medium Priority,513723,869,ZONE_B,True,0.007494761743031757
QH-914895,2,13,28,728,203,389,203,Medium Movement,0,0.416377358490566,Medium Priority,514322,203,ZONE_B,True,0.007839348489837814
QH-916691,24,10,6,1440,25,267,25,Low Movement,0,0.2978490566037736,Low Priority,513632,24,ZONE_C,False,0.0155064036062726
QH-916721,22,6,6,792,1,1,1,Low Movement,0,0.1512264150943396,Low Priority,512062,1,ZONE_C,False,0.00852852198344993
QH-919164,1,1,1,1,200,3396,200,Medium Movement,0,0.3038867924528302,Low Priority,N26822,200,ZONE_C,False,1.0768335837689304e-05
QH-921195,21,32,11,7392,68,2332,68,Low Movement,0,0.4415283018867924,Medium Priority,532622,63,ZONE_B,True,0.07959953851219934
QH-934150,10,12,14,1680,70,548,70,Low Movement,0,0.3884905660377358,Low Priority,534323,70,ZONE_C,False,0.018090804207318033
QH-945385,22,6,13,1716,112,1001,112,Low Movement,0,0.4349245283018867,Medium Priority,533333,112,ZONE_B,True,0.018478464297474847
QH-945736,25,9,8,1800,52,400,52,Low Movement,0,0.3679056603773585,Low Priority,533133,52,ZONE_C,False,0.019383004507840747
QH-948357,23,5,6,690,556,8029,556,Medium Movement,0,0.5720754716981131,Medium Priority,513333,556,ZONE_B,True,0.00743015172800562
QH-948364,19,5,5,475,1,12,1,Low Movement,0,0.103566037735849,Low Priority,512333,1,ZONE_C,False,0.00511495952290242
QH-940252,1,1,1,1,183,2130,183,Medium Movement,0,0.2909433962264151,Low Priority,N254A2,183,ZONE_C,False,1.0768335837689304e-05
QH-940283,13,6,5,390,682,8751,682,High Movement,0,0.5641320754716981,Medium Priority,N254C3,680,ZONE_B,True,0.004199650976698829
QH-940313,13,7,3,273,362,4903,362,Medium Movement,0,0.4325660377358491,Medium Priority,N252C2,361,ZONE_B,True,0.0029397556836891804
QH-940320,13,5,5,325,561,6895,561,Medium Movement,0,0.5197547169811321,Medium Priority,N25033,561,ZONE_B,True,0.003499709147249024
QH-940344,13,7,3,273,637,8442,637,High Movement,0,0.5359811320754717,Medium Priority,N256C2,637,ZONE_B,True,0.0029397556836891804
QH-940009,14,25,2,700,428,1055,428,Medium Movement,0,0.5228867924528302,Medium Priority,512633,426,ZONE_B,True,0.007537835086382513
QH-951111,19,4,6,456,831,12012,831,High Movement,0,0.6098113207547169,Medium Priority,512323,831,ZONE_B,True,0.004910361141986322
QH-951135,22,5,7,770,494,6838,494,Medium Movement,0,0.5653207547169811,Medium Priority,513523,494,ZONE_B,True,0.008291618595020764
QH-951159,23,7,10,1610,117,1668,117,Low Movement,0,0.4372830188679245,Medium Priority,511932,116,ZONE_B,True,0.01733702069867978
QH-951678,18,4,6,432,743,11088,743,High Movement,0,0.5841132075471698,Medium Priority,511433,743,ZONE_B,True,0.00465192108188178
QH-951692,22,5,7,770,384,5398,384,Medium Movement,0,0.5155283018867924,Medium Priority,511033,384,ZONE_B,True,0.008291618595020764
QH-951715,23,10,7,1610,52,918,52,Low Movement,0,0.3621320754716981,Low Priority,511632,52,ZONE_C,False,0.01733702069867978
QH-951722,3,9,30,810,40,371,40,Low Movement,0,0.2594528301886792,Low Priority,511533,30,ZONE_C,False,0.008722352028528337
QH-951739,23,5,6,690,413,5640,413,Medium Movement,0,0.5172641509433962,Medium Priority,512532,413,ZONE_B,True,0.00743015172800562
QH-953397,21,24,14,7056,20,271,20,Low Movement,0,0.3523962264150943,Low Priority,531822,20,ZONE_C,False,0.07598137767073573
QH-956888,13,7,4,364,22,139,22,Low Movement,0,0.152377358490566,Low Priority,533522,22,ZONE_C,False,0.003919674244918907
QH-975858,19,5,5,475,147,1525,147,Low Movement,0,0.3319245283018868,Low Priority,N252A5,147,ZONE_C,False,0.00511495952290242
QH-975865,19,5,5,475,141,1989,141,Low Movement,0,0.3257169811320755,Low Priority,N254A3,140,ZONE_C,False,0.00511495952290242
QH-975889,19,5,5,475,183,2336,183,Medium Movement,0,0.3644150943396226,Low Priority,N254A4,182,ZONE_C,False,0.00511495952290242
QH-977418,24,12,11,3168,91,1039,91,Low Movement,0,0.4430377358490566,Medium Priority,5151C4,91,ZONE_B,True,0.03411408793379972
QH-977401,24,12,11,3168,68,884,68,Low Movement,0,0.4170188679245282,Medium Priority,5149C6,68,ZONE_B,True,0.03411408793379972
QH-984294,12,12,4,576,3,18,3,Low Movement,0,0.1292830188679245,Low Priority,522232,3,ZONE_C,False,0.00620256144250904
QH-984416,17,5,5,425,112,1091,112,Low Movement,0,0.2909245283018868,Low Priority,522233,112,ZONE_C,False,0.004576542731017954
QH-984812,1,1,1,1,464,2106,464,Medium Movement,0,0.4342452830188679,Medium Priority,514522,464,ZONE_B,True,1.0768335837689304e-05
QH-985404,21,29,13,7917,8,42,8,Low Movement,0,0.3221698113207547,Low Priority,532823,8,ZONE_C,False,0.08525291482698623
QH-993685,1,1,1,1,218,1128,218,Medium Movement,0,0.3151132075471698,Low Priority,514133,218,ZONE_C,False,1.0768335837689304e-05
QH-994536,1,1,1,1,106,1618,106,Low Movement,0,0.2204150943396226,Low Priority,N252A2,106,ZONE_C,False,1.0768335837689304e-05
QH-995465,1,1,1,1,161,2523,161,Medium Movement,0,0.2715283018867924,Low Priority,N26023,161,ZONE_C,False,1.0768335837689304e-05
QH-996226,1,1,1,1,101,1632,101,Low Movement,0,0.2159245283018867,Low Priority,N26833,101,ZONE_C,False,1.0768335837689304e-05
QH-996264,1,1,1,1,184,2717,184,Medium Movement,0,0.292,Low Priority,N26033,183,ZONE_C,False,1.0768335837689304e-05
QH-996202,1,1,1,1,173,2391,173,Medium Movement,0,0.2819622641509434,Low Priority,N25832,172,ZONE_C,False,1.0768335837689304e-05
QH-996363,1,1,1,1,186,3083,186,Medium Movement,0,0.2926603773584905,Low Priority,N26422,186,ZONE_C,False,1.0768335837689304e-05
QH-996967,1,1,1,1,166,2290,166,Medium Movement,0,0.2752264150943396,Low Priority,533023,166,ZONE_C,False,1.0768335837689304e-05
QH-904599,24,13,11,3432,6,66,6,Low Movement,0,0.2926226415094339,Low Priority,534223,6,ZONE_C,False,0.036956928594949694
QH-905572,2,13,28,728,734,2428,734,High Movement,0,0.6255849056603773,Medium Priority,513733,726,ZONE_B,True,0.007839348489837814
QH-905596,19,4,7,532,14,360,14,Low Movement,0,0.1576037735849056,Low Priority,512822,14,ZONE_C,False,0.00572875466565071
QH-905503,23,5,24,2760,107,1458,107,Low Movement,0,0.4526792452830189,Medium Priority,512223,107,ZONE_B,True,0.02972060691202248
QH-905626,24,10,6,1440,116,1178,116,Low Movement,0,0.4266226415094339,Medium Priority,511732,116,ZONE_B,True,0.0155064036062726
QH-909990,1,1,1,1,328,3773,328,Medium Movement,0,0.3733584905660377,Low Priority,N25032,182,ZONE_C,False,1.0768335837689304e-05
QH-900140,1,1,1,1,575,7677,575,Medium Movement,0,0.474,Medium Priority,N26032,574,ZONE_B,True,1.0768335837689304e-05
QH-015194,42,33,11,15246,180,2654,180,Medium Movement,0,0.5599245283018868,Medium Priority,531222,166,ZONE_B,True,0.16417404818141115
QH-015107,22,7,4,616,177,2145,177,Medium Movement,0,0.380566037735849,Low Priority,514922,177,ZONE_C,False,0.006633294876016612
QH-015220,23,6,6,828,131,1348,131,Low Movement,0,0.3683018867924528,Low Priority,515323,131,ZONE_C,False,0.008916182073606744
QH-015466,22,7,4,616,1,12,1,Low Movement,0,0.1259245283018867,Low Priority,5151C3,1,ZONE_C,False,0.006633294876016612
QH-015633,23,6,6,828,226,3067,226,Medium Movement,0,0.4447735849056603,Medium Priority,5151C5,226,ZONE_B,True,0.008916182073606744
QH-017583,29,7,10,2030,2902,39447,2902,High Movement,1,0.9053018867924528,High Priority,531722,2902,ZONE_A,True,0.02185972175050929
QH-010007,31,21,13,8463,180,3027,180,Medium Movement,0,0.5533018867924528,Medium Priority,532822,172,ZONE_B,True,0.09113242619436458
QH-027676,9,6,10,540,4838,54255,4838,High Movement,3,0.7980566037735848,Medium Priority,N23122,3107,ZONE_B,True,0.005814901352352225
QH-044604,1,1,1,1,227,3359,227,Medium Movement,0,0.3201320754716981,Low Priority,534222,227,ZONE_C,False,1.0768335837689304e-05
QH-044606,1,1,1,1,151,1519,151,Medium Movement,0,0.2610943396226415,Low Priority,534423,151,ZONE_C,False,1.0768335837689304e-05
QH-052175,21,11,21,4851,130,3852,130,Low Movement,0,0.4944150943396226,Medium Priority,531023,129,ZONE_B,True,0.052237197148630815
QH-052267,42,31,11,14322,137,2534,137,Low Movement,0,0.5195849056603774,Medium Priority,531223,124,ZONE_B,True,0.15422410586738622
QH-067148,10,11,11,1210,95,15110,95,Low Movement,0,0.3882830188679245,Low Priority,532222,81,ZONE_C,False,0.01302968636360406
QH-003213,13,7,3,273,318,3538,318,Medium Movement,0,0.4127547169811321,Medium Priority,N240C3,318,ZONE_B,True,0.0029397556836891804
QH-003244,19,5,5,475,257,2753,257,Medium Movement,0,0.4119622641509433,Medium Priority,N26633,257,ZONE_B,True,0.00511495952290242
QH-003275,19,5,5,475,217,2475,217,Medium Movement,0,0.3879245283018868,Low Priority,N254C2,217,ZONE_C,False,0.00511495952290242
QH-003206,19,5,5,475,294,3445,294,Medium Movement,0,0.4319056603773584,Medium Priority,N252C3,294,ZONE_B,True,0.00511495952290242
S2-116915,13,8,8,832,18,197,18,Low Movement,0,0.2130754716981132,Low Priority,151427,18,ZONE_C,False,0.008959255416957503
S2-124798,17,9,9,1377,2,6,2,Low Movement,0,0.2282830188679245,Low Priority,154827,2,ZONE_C,False,0.014827998448498173
S2-149111,1,1,1,1,3,30,3,Low Movement,0,0.0401320754716981,Low Priority,155426,3,ZONE_C,False,1.0768335837689304e-05
S2-320305,115,8,8,7360,40,616,40,Low Movement,0,0.3983584905660377,Low Priority,151426,40,ZONE_C,False,0.07925495176539328
S2-320411,15,8,8,960,39,770,39,Low Movement,0,0.2797358490566037,Low Priority,151425,38,ZONE_C,False,0.010337602404181731
S2-320428,17,9,9,1377,23,307,23,Low Movement,0,0.2904905660377358,Low Priority,154826,23,ZONE_C,False,0.014827998448498173
S2-320442,17,9,9,1377,19,309,19,Low Movement,0,0.2807169811320755,Low Priority,155423,19,ZONE_C,False,0.014827998448498173
S8-11276,28,4,7,784,85,1906,85,Low Movement,0,0.3214339622641509,Low Priority,392233,85,ZONE_C,False,0.008442375296748416
S8-21661,4,18,6,432,45,3029,45,Low Movement,0,0.2131132075471697,Low Priority,391822,45,ZONE_C,False,0.00465192108188178
S8-21785,4,24,14,1344,201,9255,201,Medium Movement,0,0.4932830188679244,Medium Priority,391922,201,ZONE_B,True,0.014472643365854427
S8-21780,4,24,14,1344,102,5083,102,Low Movement,0,0.4059811320754717,Medium Priority,391923,102,ZONE_B,True,0.014472643365854427
S8-21918,5,31,14,2170,102,3617,102,Low Movement,0,0.4376792452830188,Medium Priority,391022,101,ZONE_B,True,0.02336728876778579
S8-22160,22,6,6,792,276,10250,276,Medium Movement,0,0.4717735849056603,Medium Priority,391023,241,ZONE_B,True,0.00852852198344993
S8-22171,7,22,40,6160,116,1224,116,Low Movement,0,0.490188679245283,Medium Priority,392122,116,ZONE_B,True,0.06633294876016611
S8-22979,5,31,14,2170,6,60,6,Low Movement,0,0.2725849056603773,Low Priority,3019C3,6,ZONE_C,False,0.02336728876778579
S8-22981,5,31,14,2170,4,60,4,Low Movement,0,0.2650566037735849,Low Priority,3019C5,4,ZONE_C,False,0.02336728876778579
S8-81139,29,5,6,870,67,1804,67,Low Movement,0,0.3095094339622641,Low Priority,392433,67,ZONE_C,False,0.009368452178789696
S8-81146,29,4,8,928,39,1032,39,Low Movement,0,0.2770754716981132,Low Priority,392532,39,ZONE_C,False,0.009993015657375674
S8-81160,29,4,7,812,70,1837,70,Low Movement,0,0.3057924528301886,Low Priority,392632,70,ZONE_C,False,0.008743888700203716
S8A7121165,6,17,37,3774,282,4415,282,Medium Movement,0,0.5963018867924528,Medium Priority,392123,282,ZONE_B,True,0.040639699451439436
S8A7121173,6,18,36,3888,333,7201,333,Medium Movement,0,0.6196981132075472,Medium Priority,392222,328,ZONE_B,True,0.041867289736936014
T2-13126,8,15,6,720,554,15898,554,Medium Movement,0,0.5749622641509433,Medium Priority,392322,554,ZONE_B,True,0.0077532018031363
T2-13565,14,4,11,616,356,11154,356,Medium Movement,0,0.4822641509433962,Medium Priority,391622,356,ZONE_B,True,0.006633294876016612
T2-13570,16,7,7,784,256,7914,256,Medium Movement,0,0.4573396226415094,Medium Priority,391423,256,ZONE_B,True,0.008442375296748416
T2-3801,15,10,10,1500,188,3094,188,Medium Movement,0,0.4936603773584905,Medium Priority,392522,187,ZONE_B,True,0.01615250375653396
T2-44475,4,20,11,880,46,353,46,Low Movement,0,0.2824716981132075,Low Priority,3021A2,46,ZONE_C,False,0.009476135537166587
T2-44775,4,20,11,880,42,298,42,Low Movement,0,0.2753396226415094,Low Priority,3021A3,42,ZONE_C,False,0.009476135537166587
T2-5413681,17,11,7,1309,392,9899,392,Medium Movement,0,0.5879245283018868,Medium Priority,392323,392,ZONE_B,True,0.0140957516115353
T2-64775,4,20,11,880,4,27,4,Low Movement,0,0.178,Low Priority,3021A4,4,ZONE_C,False,0.009476135537166587
T2-99545,4,20,11,880,6,28,6,Low Movement,0,0.1855283018867924,Low Priority,3021A5,6,ZONE_C,False,0.009476135537166587
T2-99945,6,21,7,882,23,162,23,Low Movement,0,0.2334905660377358,Low Priority,3021C2,23,ZONE_C,False,0.009497672208841967
T2-99045,1,1,1,1,17,127,17,Low Movement,0,0.0829245283018867,Low Priority,3021C3,17,ZONE_C,False,1.0768335837689304e-05
T202441190,5,6,15,450,714,27092,714,High Movement,0,0.5814716981132075,Medium Priority,392223,713,ZONE_B,True,0.004845751126960187
T2-04175,4,20,11,880,9,68,9,Low Movement,0,0.1958301886792453,Low Priority,3021C4,9,ZONE_C,False,0.009476135537166587
T2-04475,4,20,11,880,3,15,3,Low Movement,0,0.1737735849056603,Low Priority,3019A2,3,ZONE_C,False,0.009476135537166587
T2-04485,1,1,1,1,2,14,2,Low Movement,0,0.0357735849056603,Low Priority,3021C5,2,ZONE_C,False,1.0768335837689304e-05
T7-15411,16,7,7,784,363,5724,363,Medium Movement,0,0.5088490566037736,Medium Priority,145223,363,ZONE_B,True,0.008442375296748416
T7-18864,1,1,1,1,4630,481119,4630,High Movement,3,0.713188679245283,Medium Priority,145422,4586,ZONE_B,True,1.0768335837689304e-05
T7-22155,17,7,7,833,686,12852,686,High Movement,0,0.6357169811320753,Medium Priority,145222,685,ZONE_B,True,0.008970023752795191
T7-22157,16,7,7,784,859,14871,859,High Movement,0,0.6632452830188679,Medium Priority,144022,857,ZONE_B,True,0.008442375296748416
T7-99672,16,7,7,784,3631,185349,3631,High Movement,3,0.8223962264150942,High Priority,144823,3600,ZONE_A,True,0.008442375296748416
T8-14729,15,7,7,735,2311,72584,2311,High Movement,1,0.7836792452830188,Medium Priority,142822,2304,ZONE_B,True,0.007914726840701639
T8-14743,15,7,7,735,1879,53031,1879,High Movement,1,0.7620188679245282,Medium Priority,142623,1876,ZONE_B,True,0.007914726840701639
T8-15115,15,7,7,735,1901,52514,1901,High Movement,1,0.764132075471698,Medium Priority,142823,1900,ZONE_B,True,0.007914726840701639
T8-62113,1,1,1,1,79,1965,79,Low Movement,0,0.1933396226415094,Low Priority,151222,79,ZONE_C,False,1.0768335837689304e-05
T8-62114,1,1,1,1,78,1964,78,Low Movement,0,0.191754716981132,Low Priority,151223,78,ZONE_C,False,1.0768335837689304e-05
T9-14328,1,1,1,1,10,80,10,Low Movement,0,0.0650943396226415,Low Priority,194633,6,ZONE_C,False,1.0768335837689304e-05
T9-143528,10,8,5,400,772,11510,772,High Movement,0,0.5865283018867925,Medium Priority,195422,421,ZONE_B,True,0.004307334335075722
T9-143535,10,5,11,550,878,14891,878,High Movement,0,0.635320754716981,Medium Priority,193832,465,ZONE_B,True,0.005922584710729118
T9-14355,1,1,1,1,45,1630,45,Low Movement,0,0.1471132075471698,Low Priority,193323,42,ZONE_C,False,1.0768335837689304e-05
T9-143566,14,8,3,336,538,26978,538,Medium Movement,0,0.513245283018868,Medium Priority,193833,275,ZONE_B,True,0.0036181608414636067
T9-14302,14,13,7,1274,435,11271,435,Medium Movement,0,0.6049245283018868,Medium Priority,193533,277,ZONE_B,True,0.013718859857216175
T9-143030,19,19,6,2166,83,1725,83,Low Movement,0,0.4196226415094339,Medium Priority,194323,77,ZONE_B,True,0.023324215424435035
T9-144389,17,8,29,3944,129,8736,129,Low Movement,0,0.4854905660377358,Medium Priority,781332,61,ZONE_B,True,0.042470316543846615
T9-145294,8,7,6,336,3433,165214,3433,High Movement,3,0.7493962264150943,Medium Priority,194022,2120,ZONE_B,True,0.0036181608414636067
T9-145379,26,6,16,2496,129,1328,129,Low Movement,0,0.4669811320754716,Medium Priority,194422,105,ZONE_B,True,0.026877766250872508
T9-14670,18,5,6,540,1138,20610,1138,High Movement,1,0.6712641509433962,Medium Priority,194023,599,ZONE_B,True,0.005814901352352225
T9-14686,17,12,8,1632,730,174449,730,High Movement,0,0.7201698113207546,Medium Priority,193422,611,ZONE_B,True,0.017573924087108946
T9-14724,9,9,10,810,1,0,1,Low Movement,0,0.1536603773584905,Low Priority,194232,1,ZONE_C,False,0.008722352028528337
T9-14746,33,9,10,2970,9,56,9,Low Movement,0,0.2957358490566038,Low Priority,194534,6,ZONE_C,False,0.03198195743793723
T9-14765,15,7,6,630,874,35250,874,High Movement,0,0.646433962264151,Medium Priority,195322,467,ZONE_B,True,0.006784051577744262
T9-14771,13,6,16,1248,402,19284,402,Medium Movement,0,0.5883018867924528,Medium Priority,193832,239,ZONE_B,True,0.013438883125436254
T9-14772,1,1,1,1,359,14227,359,Medium Movement,0,0.3870943396226415,Low Priority,194432,338,ZONE_C,False,1.0768335837689304e-05
T9-14776,13,12,6,936,560,17873,560,Medium Movement,0,0.6141320754716981,Medium Priority,193633,291,ZONE_B,True,0.010079162344077188
T9-14779,1,1,1,1,405,17494,405,Medium Movement,0,0.4080943396226414,Medium Priority,193033,249,ZONE_B,True,1.0768335837689304e-05
T9-14882,1,1,1,1,42,1823,42,Low Movement,0,0.1416981132075471,Low Priority,191492,5,ZONE_C,False,1.0768335837689304e-05
T9-17962,1,1,1,1,44,1958,44,Low Movement,0,0.1452641509433962,Low Priority,193222,44,ZONE_C,False,1.0768335837689304e-05
T9-17902,1,1,1,1,52,2048,52,Low Movement,0,0.1572830188679245,Low Priority,194532,45,ZONE_C,False,1.0768335837689304e-05
T9-23745,21,14,25,7350,33,4480,33,Low Movement,0,0.384377358490566,Low Priority,712133,2,ZONE_C,False,0.07914726840701639
T9-32338,14,7,8,784,14,787,14,Low Movement,0,0.1972830188679245,Low Priority,195523,14,ZONE_C,False,0.008442375296748416
T9-32353,10,11,5,550,20,1056,20,Low Movement,0,0.1763584905660377,Low Priority,193833,20,ZONE_C,False,0.005922584710729118
T9-32416,12,7,4,336,3151,108696,3151,High Movement,1,0.744377358490566,Medium Priority,194123,1851,ZONE_B,True,0.0036181608414636067
T9-32434,19,7,14,1862,55,32736,55,Low Movement,0,0.3719245283018867,Low Priority,193432,3,ZONE_C,False,0.020050641329777488
T9-32461,15,12,17,3060,55,2992,55,Low Movement,0,0.3945660377358491,Low Priority,781732,39,ZONE_C,False,0.03295110766332927
T9-32460,14,1,1,14,113,6090,113,Low Movement,0,0.2542075471698113,Low Priority,781333,55,ZONE_C,False,0.00015075670172765026
T9-32489,1,1,1,1,298,12603,298,Medium Movement,0,0.3597547169811321,Low Priority,194132,186,ZONE_C,False,1.0768335837689304e-05
T9-32552,1,1,1,1,13,3170,13,Low Movement,0,0.0743396226415094,Low Priority,711993,2,ZONE_C,False,1.0768335837689304e-05
T9-32584,1,1,1,1,82,1552,82,Low Movement,0,0.1970377358490566,Low Priority,195433,59,ZONE_C,False,1.0768335837689304e-05
T9-32678,1,1,1,1,18,2497,18,Low Movement,0,0.0854339622641509,Low Priority,192153,1,ZONE_C,False,1.0768335837689304e-05
T9-37420,17,8,8,1088,2424,105191,2424,High Movement,1,0.8335471698113207,High Priority,193723,2046,ZONE_A,True,0.011715949391405963
T9-37431,16,9,7,1008,23,915,23,Low Movement,0,0.2497924528301886,Low Priority,194133,14,ZONE_C,False,0.01085448252439082
T9-37819,15,8,7,840,5264,358944,5264,High Movement,3,0.8499811320754717,High Priority,194522,2549,ZONE_A,True,0.009045402103659016
T9-37810,16,8,8,1024,1513,53715,1513,High Movement,1,0.7813207547169811,Medium Priority,194922,872,ZONE_B,True,0.011026775897793847
T9-41241,14,7,6,588,860,41067,860,High Movement,0,0.6361698113207547,Medium Priority,195223,523,ZONE_B,True,0.006331781472561311
T9-45645,17,9,8,1224,1068,19318,1068,High Movement,1,0.7591132075471697,Medium Priority,195122,617,ZONE_B,True,0.013180443065331709
T9-45652,15,4,10,600,414,9505,414,Medium Movement,0,0.5069811320754717,Medium Priority,193933,230,ZONE_B,True,0.006461001502613584
T9-45669,16,5,11,880,474,11115,474,Medium Movement,0,0.5709245283018868,Medium Priority,193932,265,ZONE_B,True,0.009476135537166587
T9-45843,21,10,9,1890,825,15793,825,High Movement,0,0.7497924528301887,Medium Priority,195222,468,ZONE_B,True,0.020352154733232788
T9-45850,11,18,48,9504,3465,70886,3465,High Movement,3,0.9653207547169812,High Priority,193823,2057,ZONE_A,True,0.10234226380139914
T9-45966,13,9,8,936,1364,21233,1364,High Movement,1,0.7580943396226414,Medium Priority,194923,813,ZONE_B,True,0.010079162344077188
T9-46765,17,8,8,1088,1683,41070,1683,High Movement,1,0.7968301886792453,Medium Priority,194723,1201,ZONE_B,True,0.011715949391405963
T9-47601,24,20,8,3840,2077,83569,2077,High Movement,1,0.9059056603773584,High Priority,194822,1283,ZONE_A,True,0.041350409616726924
T9-47731,11,14,8,1232,3039,106382,3039,High Movement,1,0.8716603773584906,High Priority,194122,1835,ZONE_A,True,0.013266589752033224
T9-48127,1,1,1,1,261,5630,261,Medium Movement,0,0.3412641509433962,Low Priority,193322,261,ZONE_C,False,1.0768335837689304e-05
T9-52411,1,1,1,1,29,847,29,Low Movement,0,0.1129056603773584,Low Priority,194332,17,ZONE_C,False,1.0768335837689304e-05
T9-52412,1,1,1,1,66,1247,66,Low Movement,0,0.1749811320754716,Low Priority,195323,42,ZONE_C,False,1.0768335837689304e-05
T9-52417,1,1,1,1,242,4474,242,Medium Movement,0,0.3277924528301887,Low Priority,194433,166,ZONE_C,False,1.0768335837689304e-05
T9-74143,13,12,6,936,599,15488,599,Medium Movement,0,0.6262830188679245,Medium Priority,193532,390,ZONE_B,True,0.010079162344077188
T9-741461,9,15,8,1080,4765,89267,4765,High Movement,3,0.8707735849056604,High Priority,193623,2877,ZONE_A,True,0.01162980270470445
T9-741521,10,7,6,420,2363,64003,2363,High Movement,1,0.7370566037735848,Medium Priority,194623,1426,ZONE_B,True,0.004522701051829508
T9-741531,10,7,6,420,2101,83473,2101,High Movement,1,0.7278113207547169,Medium Priority,194722,1297,ZONE_B,True,0.004522701051829508
